date,symbol,market_cap
2022-06-16,ZS,44798382735.884285
2022-06-17,ZS,45142724164.316895
2022-06-20,ZS,48472445272.7669
2022-06-21,ZS,47988119217.00608
2022-06-22,ZS,48163368393.64238
2022-06-23,ZS,48120725264.49356
2022-06-24,ZS,48106031013.23569
2022-06-27,ZS,49437703389.058815
2022-06-28,ZS,51164857657.58029
2022-06-29,ZS,51377034934.78922
2022-06-30,ZS,51486309159.04223
2022-07-01,ZS,48906956728.31141
2022-07-04,ZS,47340063781.939964
2022-07-05,ZS,46598395714.05256
2022-07-06,ZS,47256931410.345665
2022-07-07,ZS,45899178040.818245
2022-07-08,ZS,43925440563.77586
2022-07-11,ZS,45407760591.06881
2022-07-12,ZS,44170526047.376015
2022-07-13,ZS,44413889240.32132
2022-07-14,ZS,43252987354.27949
2022-07-15,ZS,44406622774.70904
2022-07-18,ZS,44251971858.21104
2022-07-19,ZS,45526904905.444176
2022-07-20,ZS,47491306176.443886
2022-07-21,ZS,50426134642.32689
2022-07-22,ZS,51348375882.20473
2022-07-25,ZS,50111051981.81856
2022-07-26,ZS,51923314437.94371
2022-07-27,ZS,54682880337.86723
2022-07-28,ZS,56153061871.18592
2022-07-29,ZS,57539855580.411995
2022-08-01,ZS,55373036727.202835
2022-08-02,ZS,55693791558.149605
2022-08-03,ZS,54426219859.482506
2022-08-04,ZS,55381225466.48063
2022-08-05,ZS,54011795276.10818
2022-08-08,ZS,51644679061.66427
2022-08-09,ZS,49517316829.20189
2022-08-10,ZS,47928778516.89237
2022-08-11,ZS,48413390447.78105
2022-08-12,ZS,47535733195.376335
2022-08-15,ZS,46913532359.65184
2022-08-16,ZS,46686769540.47911
2022-08-17,ZS,48374133546.09811
2022-08-18,ZS,48187063854.72675
2022-08-19,ZS,47165311517.06027
2022-08-22,ZS,47571450472.61474
2022-08-23,ZS,47160854125.36644
2022-08-24,ZS,47978073243.313156
2022-08-25,ZS,49097118486.77174
2022-08-26,ZS,49681192732.39172
2022-08-29,ZS,50579345894.38227
2022-08-30,ZS,48565185085.99791
2022-08-31,ZS,48130865052.79889
2022-09-01,ZS,47433267265.81222
2022-09-02,ZS,45434076062.84131
2022-09-05,ZS,45123507711.250534
2022-09-06,ZS,44484364932.30357
2022-09-07,ZS,45211478558.117546
2022-09-08,ZS,46592655776.03093
2022-09-09,ZS,45445826083.07201
2022-09-12,ZS,43662906396.21292
2022-09-13,ZS,43916422403.24075
2022-09-14,ZS,43934752009.41874
2022-09-15,ZS,43976070229.98597
2022-09-16,ZS,45614026296.1725
2022-09-19,ZS,46933832307.068535
2022-09-20,ZS,48906373280.983215
2022-09-21,ZS,49685481289.81718
2022-09-22,ZS,50055042239.65305
2022-09-23,ZS,49204768685.68079
2022-09-26,ZS,48628252827.3855
2022-09-27,ZS,47637921243.56746
2022-09-28,ZS,48462486759.44263
2022-09-29,ZS,47508404922.4099
2022-09-30,ZS,46429645310.735146
2022-10-03,ZS,45298525995.4882
2022-10-04,ZS,47196821549.71187
2022-10-05,ZS,46923575061.81118
2022-10-06,ZS,46734309921.76768
2022-10-07,ZS,45820705733.925674
2022-10-10,ZS,45886596344.76622
2022-10-11,ZS,45707265082.871864
2022-10-12,ZS,44554181549.5584
2022-10-13,ZS,43350358777.36441
2022-10-14,ZS,41586495023.000694
2022-10-17,ZS,41244787355.91359
2022-10-18,ZS,40251186685.359406
2022-10-19,ZS,39671709333.49227
2022-10-20,ZS,41059625928.81971
2022-10-21,ZS,41324517705.279144
2022-10-24,ZS,42000104999.00823
2022-10-25,ZS,43064071390.318184
2022-10-26,ZS,42278003188.38819
2022-10-27,ZS,41014512754.174385
2022-10-28,ZS,40827711511.94906
2022-10-31,ZS,41799305586.19027
2022-11-01,ZS,42136840592.32602
2022-11-02,ZS,44062934826.596924
2022-11-03,ZS,43131073076.799416
2022-11-04,ZS,43927876751.880394
2022-11-07,ZS,42753753048.77004
2022-11-08,ZS,42742141866.93822
2022-11-09,ZS,43346190172.59332
2022-11-10,ZS,44183029128.43131
2022-11-11,ZS,45724035653.50467
2022-11-14,ZS,47612383098.926056
2022-11-15,ZS,47018057093.08669
2022-11-16,ZS,46833122498.14594
2022-11-17,ZS,47224718453.28673
2022-11-18,ZS,47978014086.02608
2022-11-21,ZS,47930848497.92459
2022-11-22,ZS,49488514341.177605
2022-11-23,ZS,51472338045.97413
2022-11-24,ZS,52249912910.20527
2022-11-25,ZS,51091140046.73967
2022-11-28,ZS,50443531634.53895
2022-11-29,ZS,51209472458.642136
2022-11-30,ZS,49567793025.03764
2022-12-01,ZS,49542293507.1237
2022-12-02,ZS,49674661324.32915
2022-12-05,ZS,50132508223.58831
2022-12-06,ZS,48490517610.4887
2022-12-07,ZS,47640736189.1199
2022-12-08,ZS,45648862516.10918
2022-12-09,ZS,42573059786.32664
2022-12-12,ZS,41443408557.4767
2022-12-13,ZS,40560392861.31882
2022-12-14,ZS,41940044894.33379
2022-12-15,ZS,42531474961.64339
2022-12-16,ZS,41703891958.073494
2022-12-19,ZS,43454991226.20807
2022-12-20,ZS,43313947155.17799
2022-12-21,ZS,43417497933.88274
2022-12-22,ZS,44367852812.23816
2022-12-23,ZS,45638770684.99839
2022-12-26,ZS,47004525891.10154
2022-12-27,ZS,49727404402.823105
2022-12-28,ZS,50223077296.12761
2022-12-29,ZS,51260744368.299324
2022-12-30,ZS,51213387622.721436
2023-01-02,ZS,52007158783.974724
2023-01-03,ZS,53904212290.41433
2023-01-04,ZS,51487749473.28052
2023-01-05,ZS,49372273196.766335
2023-01-06,ZS,48010571045.28374
2023-01-09,ZS,46617024754.71201
2023-01-10,ZS,45934887249.9376
2023-01-11,ZS,46578159042.56605
2023-01-12,ZS,45454187043.74012
2023-01-13,ZS,46594524441.25686
2023-01-16,ZS,47437345196.303314
2023-01-17,ZS,46374862804.94434
2023-01-18,ZS,48253097150.2884
2023-01-19,ZS,47363874046.03129
2023-01-20,ZS,48924536492.23196
2023-01-23,ZS,49996444502.81487
2023-01-24,ZS,50333063884.420494
2023-01-25,ZS,50668325438.96038
2023-01-26,ZS,48303897454.67702
2023-01-27,ZS,46250053478.063385
2023-01-30,ZS,45086266003.930855
2023-01-31,ZS,44756507206.38555
2023-02-01,ZS,44168846676.00232
2023-02-02,ZS,42123831058.31521
2023-02-03,ZS,42018169151.96408
2023-02-06,ZS,42088496670.01774
2023-02-07,ZS,42847861997.85002
2023-02-08,ZS,42091120870.42665
2023-02-09,ZS,43189276011.15763
2023-02-10,ZS,44275058812.027565
2023-02-13,ZS,44052115956.123
2023-02-14,ZS,45003844188.36173
2023-02-15,ZS,44674203518.30475
2023-02-16,ZS,44096179977.027054
2023-02-17,ZS,43970934444.99119
2023-02-20,ZS,44429567747.93321
2023-02-21,ZS,44185729053.23428
2023-02-22,ZS,43657124159.46956
2023-02-23,ZS,44865283181.13278
2023-02-24,ZS,43605233149.542816
2023-02-27,ZS,41996299156.479774
2023-02-28,ZS,41441458381.209145
2023-03-01,ZS,40947657319.56732
2023-03-02,ZS,39930041847.291565
2023-03-03,ZS,39728607789.75754
2023-03-06,ZS,38951500872.066505
2023-03-07,ZS,37853986409.45847
2023-03-08,ZS,37864769485.11446
2023-03-09,ZS,36774446368.07582
2023-03-10,ZS,35976109257.32266
2023-03-13,ZS,35744081833.53367
2023-03-14,ZS,35245357887.34769
2023-03-15,ZS,34261015790.512398
2023-03-16,ZS,33722120546.12259
2023-03-17,ZS,35010582002.54883
2023-03-20,ZS,34232529778.84381
2023-03-21,ZS,33648750181.391754
2023-03-22,ZS,32949982723.0768
2023-03-23,ZS,34059159364.231625
2023-03-24,ZS,35488230790.40726
2023-03-27,ZS,36700063535.65086
2023-03-28,ZS,38316517209.61195
2023-03-29,ZS,37850790925.701965
2023-03-30,ZS,38356079027.23242
2023-03-31,ZS,38105516094.668625
2023-04-03,ZS,41027284507.69839
2023-04-04,ZS,41362309430.81478
2023-04-05,ZS,40675950458.981476
2023-04-06,ZS,39486703152.73134
2023-04-07,ZS,39127918029.56822
2023-04-10,ZS,38106332250.74625
2023-04-11,ZS,38403016613.69158
2023-04-12,ZS,38098934580.98974
2023-04-13,ZS,39196890953.83281
2023-04-14,ZS,40437239397.12572
2023-04-17,ZS,40442962589.0973
2023-04-18,ZS,42073525997.95617
2023-04-19,ZS,41095701272.34099
2023-04-20,ZS,40930804228.773834
2023-04-21,ZS,40818161388.494804
2023-04-24,ZS,40124391806.201355
2023-04-25,ZS,38108637469.9113
2023-04-26,ZS,38860792283.82747
2023-04-27,ZS,39705940544.46324
2023-04-28,ZS,38489963205.72994
2023-05-01,ZS,37130497688.3349
2023-05-02,ZS,37353875930.18935
2023-05-03,ZS,38394444570.6113
2023-05-04,ZS,39220056675.8091
2023-05-05,ZS,38995332412.228516
2023-05-08,ZS,39578501752.936035
2023-05-09,ZS,41235501483.50218
2023-05-10,ZS,41157943148.53581
2023-05-11,ZS,43080429308.138214
2023-05-12,ZS,41994092760.08616
2023-05-15,ZS,41644474812.20725
2023-05-16,ZS,42920413008.82888
2023-05-17,ZS,43766611231.4294
2023-05-18,ZS,45130172372.34547
2023-05-19,ZS,42547086087.045166
2023-05-22,ZS,44521637882.21506
2023-05-23,ZS,43936238323.116455
2023-05-24,ZS,43586856475.14058
2023-05-25,ZS,43123324837.4262
2023-05-26,ZS,41719471540.258835
2023-05-29,ZS,41322037964.26513
2023-05-30,ZS,39787395860.253395
2023-05-31,ZS,40146038018.4095
2023-06-01,ZS,39440269695.27933
2023-06-02,ZS,39630132065.08906
2023-06-05,ZS,38496756216.36953
2023-06-06,ZS,37564917350.83324
2023-06-07,ZS,38962644974.2312
2023-06-08,ZS,38291438159.90779
2023-06-09,ZS,38716976735.33787
2023-06-12,ZS,38365293378.7706
2023-06-13,ZS,38909817552.96191
2023-06-14,ZS,38260325850.39778
2023-06-15,ZS,40243657116.39922
2023-06-16,ZS,41277990518.91466
2023-06-19,ZS,42205677939.47994
2023-06-20,ZS,43036626510.69246
2023-06-21,ZS,41627963577.03407
2023-06-22,ZS,42827196521.844376
2023-06-23,ZS,43084211014.02847
2023-06-26,ZS,44746977486.93922
2023-06-27,ZS,45890614842.84723
2023-06-28,ZS,46343696845.17916
2023-06-29,ZS,49622934320.52323
2023-06-30,ZS,49417835292.71716
2023-07-03,ZS,49592085533.51378
2023-07-04,ZS,48021526405.49885
2023-07-05,ZS,49356055889.26198
2023-07-06,ZS,50310863056.28967
2023-07-07,ZS,49131729069.621826
2023-07-10,ZS,47868403047.57107
2023-07-11,ZS,45361039895.69841
2023-07-12,ZS,43733450665.723274
2023-07-13,ZS,43225085537.56086
2023-07-14,ZS,42959508456.85513
2023-07-17,ZS,42462980020.06437
2023-07-18,ZS,41998322775.87851
2023-07-19,ZS,42637711345.15773
2023-07-20,ZS,43926444468.54367
2023-07-21,ZS,45349062165.56289
2023-07-24,ZS,45018044233.01766
2023-07-25,ZS,46357387292.05067
2023-07-26,ZS,47847287859.291794
2023-07-27,ZS,48412807089.39164
2023-07-28,ZS,47915949310.119576
2023-07-31,ZS,48270043526.8077
2023-08-01,ZS,49531385160.462975
2023-08-02,ZS,49694462234.50413
2023-08-03,ZS,48716749984.50806
2023-08-04,ZS,48908031864.61712
2023-08-07,ZS,47031845695.86293
2023-08-08,ZS,44950087435.44901
2023-08-09,ZS,43553359498.46367
2023-08-10,ZS,42565559625.009415
2023-08-11,ZS,40550222754.61638
2023-08-14,ZS,40531250768.04459
2023-08-15,ZS,39179893447.10533
2023-08-16,ZS,38724212922.40313
2023-08-17,ZS,39578933775.82493
2023-08-18,ZS,39785991235.43511
2023-08-21,ZS,39966010070.18778
2023-08-22,ZS,41747626030.263565
2023-08-23,ZS,41421408357.39508
2023-08-24,ZS,43406064869.52094
2023-08-25,ZS,44552881867.14658
2023-08-28,ZS,42809143888.77846
2023-08-29,ZS,43973230443.54828
2023-08-30,ZS,42077664837.61366
2023-08-31,ZS,40441774837.43717
2023-09-01,ZS,37780547473.583405
2023-09-04,ZS,37908935372.599205
2023-09-05,ZS,36372641876.904755
2023-09-06,ZS,35171270769.0776
2023-09-07,ZS,35596078948.153
2023-09-08,ZS,37220714137.98511
2023-09-11,ZS,37696849721.47754
2023-09-12,ZS,37465907826.8686
2023-09-13,ZS,37633580241.698555
2023-09-14,ZS,38075328657.42462
2023-09-15,ZS,37775432331.578606
2023-09-18,ZS,36548056923.34485
2023-09-19,ZS,35680069323.16533
2023-09-20,ZS,33573831028.60126
2023-09-21,ZS,33188790153.450207
2023-09-22,ZS,34080560153.71528
2023-09-25,ZS,33790905197.978794
2023-09-26,ZS,34453717021.33777
2023-09-27,ZS,35065255059.670975
2023-09-28,ZS,35702987689.719444
2023-09-29,ZS,34680276556.61812
2023-10-02,ZS,33429281257.75977
2023-10-03,ZS,32088937625.065018
2023-10-04,ZS,32113448447.26504
2023-10-05,ZS,32352688640.642746
2023-10-06,ZS,31689880437.602318
2023-10-09,ZS,30874253504.573654
2023-10-10,ZS,30292931308.57138
2023-10-11,ZS,29550495803.117893
2023-10-12,ZS,28971948060.58951
2023-10-13,ZS,28403801675.743626
2023-10-16,ZS,27163395417.756023
2023-10-17,ZS,27213227764.494396
2023-10-18,ZS,26075059027.324524
2023-10-19,ZS,26635093891.00823
2023-10-20,ZS,26313647965.461353
2023-10-23,ZS,25606716206.88566
2023-10-24,ZS,25519620398.69165
2023-10-25,ZS,25812348287.75704
2023-10-26,ZS,25245245482.641735
2023-10-27,ZS,25002616548.56903
2023-10-30,ZS,25025120669.699654
2023-10-31,ZS,24498722694.463367
2023-11-01,ZS,24401114691.623627
2023-11-02,ZS,25237409456.445015
2023-11-03,ZS,24147761671.64949
2023-11-06,ZS,23538086618.980778
2023-11-07,ZS,22851392103.8126
2023-11-08,ZS,23177434022.644478
2023-11-09,ZS,23087137463.969666
2023-11-10,ZS,22945620604.521137
2023-11-13,ZS,22194068895.574654
2023-11-14,ZS,21730658055.65151
2023-11-15,ZS,21083230146.366318
2023-11-16,ZS,20124921870.500885
2023-11-17,ZS,20189060527.7118
2023-11-20,ZS,20164098467.201378
2023-11-21,ZS,19981471913.114338
2023-11-22,ZS,19857686124.71813
2023-11-23,ZS,20206021880.57114
2023-11-24,ZS,19858577292.587242
2023-11-27,ZS,21414009906.568996
2023-11-28,ZS,21436070835.510242
2023-11-29,ZS,21559064592.11818
2023-11-30,ZS,21685210528.815514
2023-12-01,ZS,22312310045.1406
2022-01-03,NET,26598755913.577805
2022-01-04,NET,27144031182.325005
2022-01-05,NET,27062226424.647903
2022-01-06,NET,27106338049.3663
2022-01-07,NET,27242225787.78386
2022-01-10,NET,27614438589.05036
2022-01-11,NET,27188399353.02503
2022-01-12,NET,26115129731.26377
2022-01-13,NET,26271885417.519104
2022-01-14,NET,26539619235.247185
2022-01-17,NET,25448135645.149067
2022-01-18,NET,25659197609.499615
2022-01-19,NET,26689087859.81653
2022-01-20,NET,27125154004.095543
2022-01-21,NET,26911312856.044052
2022-01-24,NET,26945985866.18866
2022-01-25,NET,27272495829.405083
2022-01-26,NET,27002112018.711636
2022-01-27,NET,28033669438.257103
2022-01-28,NET,28619569891.611774
2022-01-31,NET,28771839141.04331
2022-02-01,NET,29590520543.188255
2022-02-02,NET,30546102551.20796
2022-02-03,NET,31197323087.23383
2022-02-04,NET,30009101708.904137
2022-02-07,NET,29742869947.050198
2022-02-08,NET,28724981580.42662
2022-02-09,NET,28338353762.809868
2022-02-10,NET,28264661660.68694
2022-02-11,NET,27147605623.24161
2022-02-14,NET,26813994803.432564
2022-02-15,NET,27180362907.887337
2022-02-16,NET,26973241562.555283
2022-02-17,NET,26128673819.374275
2022-02-18,NET,25954893378.17732
2022-02-21,NET,25606924486.406296
2022-02-22,NET,26639393036.386837
2022-02-23,NET,27058398844.26985
2022-02-24,NET,26495614610.661064
2022-02-25,NET,26450911307.492233
2022-02-28,NET,25463538771.367657
2022-03-01,NET,24939521416.674194
2022-03-02,NET,25311493740.945496
2022-03-03,NET,25059779191.59674
2022-03-04,NET,24955300846.413433
2022-03-07,NET,25166545495.79833
2022-03-08,NET,25983933526.149654
2022-03-09,NET,25248298826.56477
2022-03-10,NET,24892769296.43482
2022-03-11,NET,25196535538.75542
2022-03-14,NET,24850707390.351982
2022-03-15,NET,25997569003.378426
2022-03-16,NET,27051928749.55601
2022-03-17,NET,29147693987.955143
2022-03-18,NET,30197405984.711536
2022-03-21,NET,30683882067.369976
2022-03-22,NET,32238690026.957912
2022-03-23,NET,33874936769.935688
2022-03-24,NET,33427705678.831463
2022-03-25,NET,33024614977.18124
2022-03-28,NET,32143001491.42544
2022-03-29,NET,33029252248.03298
2022-03-30,NET,32543158209.233685
2022-03-31,NET,31274779839.67789
2022-04-01,NET,31168968860.275875
2022-04-04,NET,30926856479.30835
2022-04-05,NET,30596387218.429222
2022-04-06,NET,31900310735.461033
2022-04-07,NET,32156921211.463303
2022-04-08,NET,32212353547.109516
2022-04-11,NET,32688501413.81179
2022-04-12,NET,34429715517.06241
2022-04-13,NET,34918103059.79646
2022-04-14,NET,33967469644.86729
2022-04-15,NET,33634736417.09143
2022-04-18,NET,33428066270.14498
2022-04-19,NET,33824495611.792538
2022-04-20,NET,32286943758.017056
2022-04-21,NET,30767410694.506176
2022-04-22,NET,31412907869.44767
2022-04-25,NET,31328549856.509792
2022-04-26,NET,30986217000.42931
2022-04-27,NET,30220151828.016354
2022-04-28,NET,31000710836.840343
2022-04-29,NET,31520182109.43925
2022-05-02,NET,32295058410.73863
2022-05-03,NET,32229214143.85407
2022-05-04,NET,32917382960.646137
2022-05-05,NET,33453969945.432625
2022-05-06,NET,34540807692.52844
2022-05-09,NET,34683240104.204384
2022-05-10,NET,33846553592.93927
2022-05-11,NET,34756246165.28085
2022-05-12,NET,35564914064.91827
2022-05-13,NET,35485184983.86302
2022-05-16,NET,36572001948.98464
2022-05-17,NET,38056499245.78408
2022-05-18,NET,38082939649.375656
2022-05-19,NET,38106642328.42789
2022-05-20,NET,38427451027.77975
2022-05-23,NET,38811699031.00083
2022-05-24,NET,38678823748.61967
2022-05-25,NET,37332882701.78884
2022-05-26,NET,37396124648.22189
2022-05-27,NET,37413755823.62702
2022-05-30,NET,38615851445.51897
2022-05-31,NET,38763020239.60813
2022-06-01,NET,38368381581.75679
2022-06-02,NET,37191574936.410355
2022-06-03,NET,35772365652.41367
2022-06-06,NET,33679084445.246216
2022-06-07,NET,33614514663.48639
2022-06-08,NET,33647272321.047756
2022-06-09,NET,33797624018.771667
2022-06-10,NET,34398588726.37323
2022-06-13,NET,34643080071.550446
2022-06-14,NET,34768233949.63616
2022-06-15,NET,35183367780.63465
2022-06-16,NET,34972109722.74232
2022-06-17,NET,34341505753.74804
2022-06-20,NET,33594985992.316048
2022-06-21,NET,34044478826.63591
2022-06-22,NET,33708315003.56394
2022-06-23,NET,34210039618.99672
2022-06-24,NET,34093091511.00889
2022-06-27,NET,33287499928.97272
2022-06-28,NET,34424793940.4568
2022-06-29,NET,34131909664.750267
2022-06-30,NET,34247282876.27866
2022-07-01,NET,34792552243.894615
2022-07-04,NET,35043849890.22503
2022-07-05,NET,36090361813.211174
2022-07-06,NET,35835116332.658485
2022-07-07,NET,35950344955.19227
2022-07-08,NET,35479348289.85342
2022-07-11,NET,36351177125.32531
2022-07-12,NET,37564682252.524
2022-07-13,NET,39363615605.95879
2022-07-14,NET,40451588911.21101
2022-07-15,NET,40629653574.349106
2022-07-18,NET,40266151187.01035
2022-07-19,NET,41388353943.84088
2022-07-20,NET,39543334515.33654
2022-07-21,NET,38457342433.87623
2022-07-22,NET,37126840663.446754
2022-07-25,NET,36853847529.26252
2022-07-26,NET,35911102248.85686
2022-07-27,NET,34437643001.99007
2022-07-28,NET,35277007057.34779
2022-07-29,NET,36419034740.95572
2022-08-01,NET,36963264086.43718
2022-08-02,NET,35156974281.32634
2022-08-03,NET,34334160387.25658
2022-08-04,NET,32653837661.423035
2022-08-05,NET,32929682916.253548
2022-08-08,NET,32477305447.998123
2022-08-09,NET,31359999117.1117
2022-08-10,NET,30633494693.128967
2022-08-11,NET,31154230705.1588
2022-08-12,NET,30347060793.55455
2022-08-15,NET,29605019521.72689
2022-08-16,NET,28643839484.16887
2022-08-17,NET,28374064580.21344
2022-08-18,NET,28017498475.89949
2022-08-19,NET,28492599918.679356
2022-08-22,NET,28871287203.9385
2022-08-23,NET,28710002177.881565
2022-08-24,NET,28743042618.53623
2022-08-25,NET,29361112804.66552
2022-08-26,NET,30261681684.7244
2022-08-29,NET,29945714252.975094
2022-08-30,NET,31189960046.305614
2022-08-31,NET,32520351197.650227
2022-09-01,NET,34015985504.166904
2022-09-02,NET,34207062541.263477
2022-09-05,NET,33563151231.18186
2022-09-06,NET,32823430079.736584
2022-09-07,NET,31903167230.318275
2022-09-08,NET,32777714841.37189
2022-09-09,NET,33288176480.403885
2022-09-12,NET,34033263920.237717
2022-09-13,NET,35129005740.574295
2022-09-14,NET,36768806049.46325
2022-09-15,NET,37413833572.35884
2022-09-16,NET,38662134641.06643
2022-09-19,NET,39003903650.22024
2022-09-20,NET,37521676192.70681
2022-09-21,NET,36792647489.07654
2022-09-22,NET,36567426438.959465
2022-09-23,NET,36667604602.49228
2022-09-26,NET,36117897234.75916
2022-09-27,NET,35383175213.583664
2022-09-28,NET,35569306650.75168
2022-09-29,NET,34408452702.42737
2022-09-30,NET,34739019217.78553
2022-10-03,NET,35606948241.33555
2022-10-04,NET,36999302821.823715
2022-10-05,NET,37656502062.146034
2022-10-06,NET,38175126571.657394
2022-10-07,NET,38877839277.30195
2022-10-10,NET,40043038173.92103
2022-10-11,NET,39620031994.377426
2022-10-12,NET,37564145875.79504
2022-10-13,NET,38155802975.16677
2022-10-14,NET,38169241266.796036
2022-10-17,NET,37973541821.52905
2022-10-18,NET,37110070359.55588
2022-10-19,NET,36951773291.09707
2022-10-20,NET,37087507197.480545
2022-10-21,NET,36799085740.453865
2022-10-24,NET,37345969343.578896
2022-10-25,NET,37366180209.35058
2022-10-26,NET,36966745113.00795
2022-10-27,NET,37103445437.787056
2022-10-28,NET,37755710067.14714
2022-10-31,NET,36957619662.30624
2022-11-01,NET,36674693861.79077
2022-11-02,NET,35023445724.93981
2022-11-03,NET,34339386904.337208
2022-11-04,NET,33523977684.672237
2022-11-07,NET,34052024788.14717
2022-11-08,NET,35278309331.84496
2022-11-09,NET,35313540992.48852
2022-11-10,NET,37625223622.40712
2022-11-11,NET,37359019552.964035
2022-11-14,NET,37144562365.87611
2022-11-15,NET,36127121898.5807
2022-11-16,NET,36368110805.721794
2022-11-17,NET,36000993344.26683
2022-11-18,NET,36459532995.98633
2022-11-21,NET,36829808884.47581
2022-11-22,NET,37434143838.58214
2022-11-23,NET,37616233060.38912
2022-11-24,NET,36848748516.88481
2022-11-25,NET,36429685764.63793
2022-11-28,NET,37915833747.410706
2022-11-29,NET,40328950301.00352
2022-11-30,NET,42027195761.5407
2022-12-01,NET,42623891636.634
2022-12-02,NET,43003165507.19333
2022-12-05,NET,42340868083.23712
2022-12-06,NET,41977252089.452324
2022-12-07,NET,41427532842.67974
2022-12-08,NET,41789789801.932304
2022-12-09,NET,41284572972.46809
2022-12-12,NET,40422102531.84838
2022-12-13,NET,40540889973.53005
2022-12-14,NET,40883361280.709045
2022-12-15,NET,41123337243.833015
2022-12-16,NET,42265846454.08342
2022-12-19,NET,43047267326.63575
2022-12-20,NET,43389106497.00553
2022-12-21,NET,42582207354.57175
2022-12-22,NET,43228547268.36408
2022-12-23,NET,42947711675.070404
2022-12-26,NET,42400728040.748024
2022-12-27,NET,41283009089.40805
2022-12-28,NET,41256648699.138794
2022-12-29,NET,41440087958.592865
2022-12-30,NET,41552746445.36667
2023-01-02,NET,40759665019.0561
2023-01-03,NET,40909662353.969864
2023-01-04,NET,40528449417.23953
2023-01-05,NET,39208670845.72172
2023-01-06,NET,37557974181.23102
2023-01-09,NET,37132945317.108406
2023-01-10,NET,38828241442.868385
2023-01-11,NET,39053714358.98313
2023-01-12,NET,38842750598.239525
2023-01-13,NET,39271645299.67089
2023-01-16,NET,38380023476.243706
2023-01-17,NET,39916434632.3777
2023-01-18,NET,39251748436.05508
2023-01-19,NET,39454525539.22691
2023-01-20,NET,40492100119.38189
2023-01-23,NET,39536470070.06251
2023-01-24,NET,39528591741.18204
2023-01-25,NET,39362742027.83944
2023-01-26,NET,39632725105.0299
2023-01-27,NET,38166061577.01294
2023-01-30,NET,37872144622.75733
2023-01-31,NET,37871339293.02198
2023-02-01,NET,38045566085.09794
2023-02-02,NET,37932612079.01976
2023-02-03,NET,37787535572.07036
2023-02-06,NET,38085024906.50022
2023-02-07,NET,37204499332.4793
2023-02-08,NET,36320501445.78982
2023-02-09,NET,37030893604.53562
2023-02-10,NET,36916605916.34155
2023-02-13,NET,36561490950.10091
2023-02-14,NET,35155806744.41223
2023-02-15,NET,35375499615.15433
2023-02-16,NET,35250676729.84711
2023-02-17,NET,34987101779.17783
2023-02-20,NET,34638249400.42008
2023-02-21,NET,33367151823.237343
2023-02-22,NET,32477086549.419548
2023-02-23,NET,31155892365.762665
2023-02-24,NET,30691939837.35021
2023-02-27,NET,29793954576.850502
2023-02-28,NET,29543342142.958614
2023-03-01,NET,30018751609.236324
2023-03-02,NET,28910505031.20117
2023-03-03,NET,29387584954.17123
2023-03-06,NET,29754258706.0141
2023-03-07,NET,30118731164.817272
2023-03-08,NET,29662716680.580196
2023-03-09,NET,30074236512.045956
2023-03-10,NET,30747743213.055836
2023-03-13,NET,30806027552.23971
2023-03-14,NET,30787755485.087177
2023-03-15,NET,30311291521.276672
2023-03-16,NET,30473173468.823246
2023-03-17,NET,29709164480.496765
2023-03-20,NET,30383010133.22359
2023-03-21,NET,30458005614.303444
2023-03-22,NET,30247715137.98547
2023-03-23,NET,30711819904.77939
2023-03-24,NET,29586709833.25831
2023-03-27,NET,28022282989.40416
2023-03-28,NET,26486888018.764038
2023-03-29,NET,25774464055.57069
2023-03-30,NET,25160321906.493347
2023-03-31,NET,25190067103.352898
2023-04-03,NET,24846996559.382492
2023-04-04,NET,25116021460.49706
2023-04-05,NET,24722227735.02911
2023-04-06,NET,25041830777.88997
2023-04-07,NET,25803807151.724987
2023-04-10,NET,25575419334.68385
2023-04-11,NET,25946628813.550087
2023-04-12,NET,26109674003.402447
2023-04-13,NET,26044407671.916992
2023-04-14,NET,26623665707.26484
2023-04-17,NET,26471293727.372036
2023-04-18,NET,27229394497.781902
2023-04-19,NET,28290776672.3286
2023-04-20,NET,28591919991.485424
2023-04-21,NET,27948352310.508698
2023-04-24,NET,28476410492.307877
2023-04-25,NET,28822398569.213676
2023-04-26,NET,29147999360.55553
2023-04-27,NET,28471385373.388187
2023-04-28,NET,28884421549.206116
2023-05-01,NET,29593949896.458305
2023-05-02,NET,29033150587.647903
2023-05-03,NET,28534350219.625355
2023-05-04,NET,27769110792.038662
2023-05-05,NET,28746498067.34538
2023-05-08,NET,29355060517.84971
2023-05-09,NET,29271861809.77801
2023-05-10,NET,27898223679.884193
2023-05-11,NET,27911729351.4332
2023-05-12,NET,28737974409.92455
2023-05-15,NET,28032141932.627953
2023-05-16,NET,28535604876.954674
2023-05-17,NET,28488780117.785427
2023-05-18,NET,28097260761.40629
2023-05-19,NET,28358886635.4727
2023-05-22,NET,28617752036.67953
2023-05-23,NET,27338100836.584087
2023-05-24,NET,26279311251.656773
2023-05-25,NET,25802818934.903492
2023-05-26,NET,23942145200.305164
2023-05-29,NET,24114624686.59492
2023-05-30,NET,23435862574.426025
2023-05-31,NET,23882714206.46086
2023-06-01,NET,23444498263.439655
2023-06-02,NET,23262854066.976223
2023-06-05,NET,22905856803.362854
2023-06-06,NET,21927309064.38948
2023-06-07,NET,21760144489.815292
2023-06-08,NET,21735962716.176342
